"first_name","last_name","gender","birth_date","ethnicity","SSN","med_number","state","city","address","zip","id"
"Christian","Tilley","male","7/15/1969","White",545971726,5674438049,"Massachusetts","Lisjojaecu","871 Hiwifiv Point",43300,518
"Ty","Lockhart","male","7/21/1953","White",745353022,1443494156,"Louisiana","Uhamifilo","17 Jacikif Terrace",57853,441
"Christine","Engineer","male","8/26/1963","Black",293427332,2527418593,"Hawaii","Wuzabihopuze","2000 Lebiwepa Plaza",87914,340
"Tan","Barry","male","8/22/1951","Asian",768591582,6611846549,"South Carolina","Lopdakudodu","1366 Ogobur Drive",11912,732
"Coreen","Swift","female","5/21/1947","White",973497199,6038821884,"Kentucky","Duwsihipos","1696 Otiffet Lane",21631,45
"Tyler","Adams","male","9/20/1985","Asian",188174725,9366716545,"North Dakota","Upibkoreesoz","624 Wiwejev Road",71612,905
"Deanna","Lewis","male","4/21/1977","Asian",339693463,2822718264,"Pennsylvania","Selobitfow","1915 Vacoera Street",86274,223
"Domonique","Candelaria","male","07/05/1972","Native American",850125170,4773438955,"Nebraska","Wolodafihabe","312 Wibkar River",42376,569
"Mylia","Enriquez Barraza","female","9/18/1963","Pacific Islander",843092469,9629716147,"Montana","Masjijasav","1643 Abukeze Park",45652,114
"David","Gilman","female","12/05/1957","Asian",684324044,2988625556,"North Dakota","Nepjerhak","836 Fubacaf Way",11015,963
"Jarleeya","Pender","male","12/25/1975","Asian",948031682,2932087740,"New Jersey","Lupuhamuru","1119 Rehudun Avenue",17237,446
"Moorea","Shine","female","4/18/2015","White",176083387,9022871502,"Delaware","Nopjevpan","724 Tebtes Park",18239,341
"Dominique","Humphries","male","03/08/1981","White",401292199,9294006171,"Illinois","Mepiilavez","1655 Odikjac Plaza",54726,383
"Angelina","Miller","female","04/03/1965","Pacific Islander",545985632,6583197095,"South Dakota","Ajadpumvodo","1280 Bipiiwiz Road",79931,189
"Brettley","Moore","male","2/29/1969","White",557044554,2887938523,"California","Rugavubfev","1316 Ibewfeku Plaza",67870,714
"Jacky","Smith","female","08/01/1932","Asian",574549850,2165315617,"Utah","Lokejiponem","1243 Ojacot Drive",58815,95
"Duncan","Canty","female","10/28/1992","Native American",307556615,8815785751,"Virginia","Hurohowmev","11 Tinlus Glen",48911,941
"Makala","Evans","male","10/06/1998","Pacific Islander",720343133,8932380017,"Delaware","Kobwuzvaf","632 Vebafaz Avenue",61172,384
"Haley","Bron","female","12/11/1958","Asian",203245718,1411422698,"Maine","Ugodbeselor","1253 Atubes Turnpike",95832,570
"Alexa","Madrid","male","12/19/1992","Pacific Islander",193169085,6240275342,"New Mexico","Fofcuzaogig","1906 Nefafig Glen",70867,674
"Dymond","Coronel","male","03/06/1924","Pacific Islander",796322787,4317307425,"New York","Sajgemafu","313 Unephaz Place",67401,715
"Lauren","Archuleta","male","3/27/1940","Black",627886659,5289037052,"California","Jamagicekuge","7 Kevuuza Loop",19999,262
"Daquan","Corea Hernandez","male","6/18/1991","Pacific Islander",234658722,8403560683,"Alaska","Jigdocicifo","106 Masnuge Way",95488,68
"Luis","Rodriguez","female","09/10/1928","Black",656891965,9816529994,"South Carolina","Mihuifotfid","242 Vufozok Highway",30747,806
"Travis","Cannell","female","2/14/1974","Asian",556205248,6282002681,"Kansas","Gacewovipuca","1126 Pezamibe Heights",47694,230
"Lewis","Velasquez","male","8/26/1972","Asian",958023671,4764308959,"South Carolina","Ekelrebawin","1378 Isehopi Way",83265,929
"Ryan","Francis","female","9/19/1936","Asian",843964532,7342284582,"Kansas","Fazguhnuro","1422 Musaduwo Boulevard",42886,956
"Rebecca","Manzanares","male","09/08/1900","Pacific Islander",637701044,1248122191,"Delaware","Ticgazsile","248 Ogugtez River",30854,797
"Phu","Hubbard","male","12/16/1949","Asian",304148307,8698498341,"California","Ajupuguimo","332 Utanpilu Street",87520,30
"Emmalee","Washington","male","02/09/1950","Asian",488049078,1803452626,"Oklahoma","Tamicesmici","1056 Humeosej Loop",56660,158
"Malik","Sloan","male","11/23/2011","Pacific Islander",307258549,6618205637,"Kentucky","Lenekojdelu","505 Bihdifu Turnpike",97441,391
"Kamera","Fortes","male","12/11/1955","Pacific Islander",450658677,2538457193,"Virginia","Sungufudes","392 Utitafo River",32869,730
"Zavier","Valenzuela","female","8/15/1966","Black",304068060,5267788747,"Florida","Mepadannedo","1468 Bujuvepa Avenue",91565,888
"Brianna","Bates","male","8/25/1970","Asian",145896810,8376746635,"Nevada","Rareacurhic","1154 Vulajan Court",67659,474
"Jacob","Wesley","male","10/24/1982","White",568112223,8992589178,"Washington","Rajtididan","112 Vofriza Lane",44555,430
"Maurice","Lopez","female","10/22/1964","Pacific Islander",209880781,9001214963,"North Carolina","Jirulekvuh","793 Lekacuba Trail",17579,770
"Kaitlyn","Young","female","09/01/1964","Native American",276085847,3385487046,"New Jersey","Orotedinos","1049 Hodakid Plaza",45026,878
"Tesla","Corbadzic","male","10/26/1957","White",175728423,7575313927,"Virginia","Mahsecpaso","1496 Ivipih Way",50362,302
"Mark","Romero","male","12/04/1935","Asian",799925969,5984279987,"Washington","Petkowokal","1990 Babezus Square",69140,989
"Amanda","Parker","male","08/10/1922","Native American",395477936,3118777873,"South Carolina","Movawowjib","187 Kahaasi View",54267,292
"Alayna","Nellum","female","2/16/2012","Asian",282121427,1358399132,"Kansas","Mihfohawewo","988 Cipejiw River",27463,252
"Anna","Herrera","female","11/25/1932","Asian",784505061,3896752627,"Indiana","Ifertosade","1685 Nawvij River",84289,339
"Dakoda","Churchwell","female","5/18/1975","White",810155434,1280869449,"Georgia","Camupewkoti","776 Bahegeto Loop",98490,772
"Chantel","Stickradt","female","3/17/1970","White",539012815,2315635344,"Hawaii","Depufiflid","1260 Dekoca Boulevard",48418,357
"Aliya","Hernandez","male","02/07/1978","Black",619059250,8217333870,"Illinois","Sedaafeefut","697 Soseloju Highway",44725,973
"Karen","Wood","male","04/06/1987","Black",819192277,5478584423,"Ohio","Tebcubajizu","1615 Ehonogu Lane",33815,298
"Justin","James","female","9/19/1926","Asian",181472220,8425496660,"New Jersey","Kugriluleku","436 Ipubniv River",83608,7
"Payton","Sailas","female","07/05/1958","Pacific Islander",612556753,7928504896,"Washington","Velehojosan","1226 Fazelen Court",60294,754
"Pradyumna","Abeyta","female","3/18/1977","Asian",483298165,2986179623,"Iowa","Gawerivbija","1033 Lovicep Extension",15280,782
"Richmond","Chen","female","11/21/1950","Pacific Islander",249444258,4955338733,"Vermont","Wujeetohsen","207 Ugefbiw River",18785,321
"Aaron","Palmer","female","12/07/1954","Native American",191978094,6196267777,"New Mexico","Zohcuhicaca","719 Cozapena Pike",29694,527
"Roxana","Montoya","male","10/05/1982","Black",715059230,4501310471,"Illinois","Duphojeaji","1665 Ijeffemi Manor",86892,816
"John","Williams","male","4/30/1997","Asian",433247705,4017904364,"Mississippi","Mocpezote","213 Jicezeme Terrace",20093,297
"Christian","Del Rosario","female","5/23/1984","Black",258872046,3286093003,"Massachusetts","Hefikadbube","1932 Jasokamu Boulevard",28959,635
"Steven","Stirmers","male","09/12/1956","Native American",624098230,5534270199,"Oregon","Ofizlinvizu","1585 Nugisu Boulevard",67600,294
"Lauren","Frick","male","10/27/1945","White",144609695,5926663390,"Arkansas","Bevuloninaha","1847 Usuvak Terrace",59192,305
"Austin","Starnes","male","11/20/1931","White",481622240,7070340818,"Ohio","Zofonerputi","1380 Wurebid Mill",17171,431
"Chance","Cox","male","9/18/1953","Asian",899475611,1386648128,"California","Umosijkuga","693 Ureziko Parkway",23508,853
"Cuauhtemoc","Washburn","male","05/12/1991","Native American",749297623,1933647582,"Kentucky","Ehegukbes","281 Otelaga Mill",72128,808
"Jade","Hudson","male","8/17/1965","White",701924367,4989936239,"Oregon","Ozoijegfog","292 Garpum Court",39267,128
"Syntya","Gallegos","female","9/22/1941","Black",402383846,9379669458,"New York","Sipavomutu","1306 Zedeti Street",83702,862
"Pamela","Urquidi","male","3/20/1983","Black",254966604,3983977346,"Missouri","Belveczaki","1357 Gibazov Highway",99496,840
"Lindy","Guinto","male","4/22/1959","Pacific Islander",403447332,3581042486,"Tennessee","Vohpetkugo","1877 Vustos Trail",98043,906
"Justin","Gabbert","male","7/16/2000","Pacific Islander",514055881,8055243543,"Oklahoma","Ufaruwopem","254 Cakvaz Heights",10879,563
"Nathaniel","Nguyen","male","04/09/1972","Pacific Islander",711013078,3871608297,"Alaska","Commamlawi","304 Tokewez Square",45984,567
"Saira","Iritani","male","8/20/1969","Black",856064481,6703843542,"Utah","Oloifunir","1639 Alowcadi Court",29347,884
"Abbegail","Senette","female","9/21/1965","Asian",170889209,9737123080,"South Dakota","Utoculpoj","543 Kuwsar Drive",56912,979
"Kerrian","Baltierra","female","8/25/1983","Pacific Islander",257179940,9857948762,"Arizona","Guvejuhise","582 Lofmopa Terrace",51700,774
"Oscar","Gonzales","male","4/17/1951","Pacific Islander",689822704,7428700956,"Vermont","Mupdamebomi","1760 Ulutineb Pike",88438,180
"Alexis","Hay","male","8/21/1956","Black",696000188,7419282161,"North Dakota","Vinfugeraso","896 Napzufe Avenue",57218,820
"Damian","Vilayhong","female","4/20/1966","Black",500960454,9367723916,"Alabama","Tupjedihuzi","1809 Gudmed Extension",32308,949
"Zephaniah","Lee","male","11/22/1983","Pacific Islander",352006035,2459825113,"Hawaii","Bibcipkuso","606 Kezreva Highway",45553,381
"Nicole","Gstalder","female","6/25/1965","Black",790147634,5672731140,"New Hampshire","Kezjehizava","83 Pinmor Boulevard",31690,240
"Michael","Bird","male","12/20/1932","Asian",760323714,2987729994,"Minnesota","Dohretagij","1961 Unabagu Ridge",13769,863
"Alysa","Rodriguez","male","11/11/1976","Black",252836835,3188980809,"Maryland","Vegzehnig","647 Vodikidu Road",45784,120
"Trevor","Harris","male","08/05/1924","Asian",642690760,9631048512,"Colorado","Sibopovres","1769 Gosukas Square",57814,676
"Christi","Little","male","01/02/1983","Asian",505119406,2126629744,"New Jersey","Wavocisbol","1285 Zerefute Street",85405,138
"Marysa","Pyles","female","3/23/1958","Native American",325644155,9233699183,"Maine","Susenanoj","135 Zetocu Center",20833,496
"Brooke","Ehlers","male","07/04/1993","White",392840183,1604022328,"Arkansas","Caznapival","154 Naksuse Boulevard",72337,539
"Fabian","Delgado","male","6/24/1967","Black",792643281,5599841502,"Utah","Sufidilfuki","1878 Pokujor Grove",80262,278
"Reiana","Janis","male","2/25/1943","Native American",750326000,9286502356,"Illinois","Cacigucicil","244 Vucobino Circle",55650,552
"Matthew","Ephraim","female","10/16/1972","Asian",437635414,2843956464,"Alabama","Icasadocug","1574 Bicgicu Grove",83723,760
"Elizabeth","Bhagat","male","5/21/1994","Black",735329090,5255290584,"Delaware","Oviilecas","899 Udejwide Parkway",90274,931
"Kayla","Silevani","male","8/17/1949","Black",457037239,7741614465,"Washington","Ragepibob","948 Obavib Manor",98813,555
"Ena","Peacock","female","7/16/1967","Native American",275657618,4266847632,"South Carolina","Idonkonsiru","1879 Buzogad Grove",55612,710
"Anna","Barker","male","10/18/1977","White",604851889,2252009313,"Utah","Gilvagaepo","757 Sumaovah River",11041,203
"Nathaniel","Crespo","male","8/27/1908","White",225944499,4292418263,"North Dakota","Kazetodlih","936 Juhepub Heights",62649,491
"Mercedes","Chaparro","male","2/22/1977","Pacific Islander",327083770,6115269296,"New Mexico","Hucodomeco","1789 Muthegi Square",19814,965
"Kraig","Ferguson","female","7/27/1963","Native American",818822928,2779693930,"Wisconsin","Ticemumneka","55 Lesvelu Terrace",26841,894
"Adam","Jones","female","9/15/1998","Asian",380432738,9931238543,"Alaska","Hebzulnek","298 Rubonal Terrace",30426,127
"Jessica","Lewis","male","4/30/2007","Native American",164433168,7662729933,"New Mexico","Vejojomtih","927 Zedpid Square",55409,139
"Christopher","Lee","male","6/13/2011","Black",377914144,5396010970,"Georgia","Kidpohuhoz","1322 Icufube Road",80676,650
"Orlando","Parker","male","9/16/1942","Black",664702510,2224430031,"Rhode Island","Begrokuuvac","702 Pizovir Parkway",14517,235
"Elyse","Adams","female","3/30/1962","Asian",838120013,1327656306,"Idaho","Nowlugejoh","1329 Opogava Street",90552,870
"Ayush","Morgan","male","12/25/1946","Asian",693257025,3276559286,"New York","Jovejomcat","1079 Ranubar Street",73081,308
"Monique","Marfil","female","11/03/1919","Asian",417923707,5336660306,"Tennessee","Makekakzep","1676 Dedtew Path",49933,646
"Sepehr","Rice","female","8/22/1984","Asian",255335223,8941297366,"Oregon","Fisgewimeb","1611 Fujleja Ridge",72144,116
"Jaleeza","Wu Zheng","female","1/15/1984","Pacific Islander",902343027,9612368011,"Louisiana","Furupepizem","866 Rerabogo Plaza",33954,368
"Justina","Diakite","male","08/04/1976","White",924931546,1188096160,"Louisiana","Cubvezicip","102 Katemaju Way",28805,465
"Shannon","Oh","male","6/22/1976","Pacific Islander",395130916,2885954526,"Wyoming","Wililinicu","1746 Wupodelu River",26160,832
"Khoi","Arellano","male","12/06/1972","Asian",450909242,8298961949,"Georgia","Osumutegzohe","1552 Zasvaga Turnpike",89220,583
"Marcius","Ralpho","female","11/11/1967","Pacific Islander",752323313,2905604840,"Kansas","Kenovujetuh","360 Ubavuji Avenue",90218,461
"Aparna","Patterson","female","10/15/1935","Asian",816381470,4315429709,"Oregon","Rutkebasihe","1474 Oturor Glen",38494,717
"Adom","Lira","male","05/04/1984","Pacific Islander",894921455,2052217996,"New Mexico","Bukofufaeri","218 Ujezus Terrace",74131,389
"Thomas","Tortorelli","male","05/03/2000","Black",371568606,8760391266,"Maine","Tugupozgit","1907 Sidsut Grove",19770,112
"Dakota","Wilson","male","3/29/1963","Black",376759438,7119249263,"Illinois","Jofumajugaw","582 Jedjun Avenue",71956,605
"Anthony","Garner","male","12/29/1988","Asian",966842411,7783163276,"Washington","Nulwegecuc","1563 Kozmopu Grove",26156,419
"Stephanie","Gupton","male","06/03/1975","White",820512307,5799782398,"Nebraska","Davwapjag","809 Jurtibo Circle",33877,722
"Justine","Lumba","male","6/20/1973","Black",921681271,1456717725,"Ohio","Ficsokcabo","447 Abedawo Center",79897,264
"Reina","Zulali","male","09/11/1927","Black",425397583,6517975264,"Oklahoma","Itubbirafuh","1274 Balizud View",65585,804
"Colleen","Ward","male","10/27/1973","Asian",333459877,4560985726,"Georgia","Ciludohcozi","1832 Vonagamo Loop",54328,19
"Tyler","Fransua","female","11/02/1937","Asian",407717196,6853675685,"Rhode Island","Ahohomwiru","58 Jewunilu Terrace",10450,867
"Celena","Kim","female","10/16/1951","Black",955920028,3598932309,"Idaho","Zodaduzoziv","1853 Hidopej Lane",20646,276
"Elaine","Ruybal","male","5/15/1940","Asian",448734536,6804730603,"Nebraska","Ejuhovinvere","395 Wozilez Grove",81223,405
"Evelyn","Solberg","male","5/28/1976","Black",592649153,4936627904,"West Virginia","Petisedelam","1518 Wogkis Junction",58712,921
"Hernan","Dang","female","06/08/1932","Black",748481023,9723960353,"Missouri","Focvicifeb","1608 Owareze Court",17698,499
"Da'Von","Lujan","female","11/19/2010","Pacific Islander",110575041,7745196318,"North Dakota","Ohazasiasi","184 Silorofe Extension",69871,922
"Terry","Want","female","2/21/1966","Black",896144350,6062388849,"Missouri","Rewonikevol","1836 Bopebot Extension",73197,484
"Santiago","Gonzales","male","01/06/1991","Black",258596292,7160412247,"Alabama","Zasuzujalu","1928 Nulwoja Path",83598,748
"Eileen","Carter","male","01/01/1998","Asian",101544632,3275220185,"Florida","Vittuches","1319 Liheuka Road",34607,681
"Chelsea","Lopez","male","12/02/1929","Black",375180963,6910339354,"Massachusetts","Ivenhucviro","1210 Cupogi Center",65371,397
"Jessica","Tate","female","3/20/1984","Native American",155479328,5870600735,"Michigan","Vihaodinmeda","1842 Gokatike Drive",34976,386
"Andrew","Wilcoxen","male","7/17/1976","Asian",365586126,9291333247,"Arizona","Dewsusufuk","481 Dekmif Key",35286,50
"Matthew","Ward","female","05/03/1952","Asian",476346210,1928769207,"Nebraska","Ivenumoewu","180 Vihiselo Center",84942,601
"Natelle Rae","Damiana","female","7/28/2015","Native American",453406534,4301026764,"New Jersey","Vuvesiwhika","531 Cupocob Road",27455,362
"Sahej","Clayton","male","10/11/1989","Asian",660645378,3158805765,"Pennsylvania","Morcahito","156 Depunen Circle",83401,194
"Conner","Dern","male","6/25/1947","White",762778316,3608965600,"South Carolina","Nicufenibah","148 Tozwazo Way",93340,94
"Casandra","Williams","female","9/17/1982","White",121255895,6917905656,"Indiana","Gegmafwib","487 Wijseh Drive",92840,775
"Alexander","Posey","male","1/23/2015","Asian",883751512,3752837265,"New Jersey","Amuliwarjaro","1263 Sivegav Manor",96251,498
"Kony","Park","male","12/04/1929","Black",366650516,8882538582,"Oklahoma","Jinemahcote","665 Sugnipe Trail",47409,739
"Kyle","Martinez","male","10/29/1968","Black",294792492,2530173943,"Wyoming","Utiulezwif","907 Pivofa Junction",56086,615
"Marco","Tillmon","female","8/30/2015","Asian",374619561,7079136249,"Nevada","Venikodobura","38 Makroni Mill",24220,121
"Kathryn","Allen","female","03/09/1952","White",564336552,1923448021,"Arizona","Jufoduhcevu","29 Keshafo View",16621,548
"Prizilla","Thornton","female","5/21/1942","Black",463839506,1726682693,"Vermont","Bosofattuw","1018 Hiztof Plaza",94760,453
"Marcia","Gonzalez-Bejarano","female","10/13/1963","Black",410866949,8120078559,"Missouri","Idemisgeju","1901 Aritod Boulevard",52309,226
"Dontae","Lopez","female","07/01/1958","Pacific Islander",514776144,4790833198,"Colorado","Otavowebebo","1218 Wasoofej Turnpike",54911,354
"Anchal","Vincent","male","7/20/2015","Asian",426179341,2594076667,"Colorado","Masucocikuv","45 Vuziile River",68192,628
"Josephine-Marie","Zhen","male","03/10/1982","Black",229131708,1794561436,"North Dakota","Catosubotuv","773 Nehitib Path",17306,683
"Alexander","Bean","male","04/09/1961","Asian",577167392,4441157636,"Mississippi","Fensuwuvif","206 Johzuz Circle",82302,216
"Alyssa","Gray","female","09/06/1950","White",406475916,9180831611,"Wyoming","Wafgoffefi","972 Acumijef Ridge",85226,429
"Coleman","Yi","female","05/04/1999","Black",498547507,2780416355,"Delaware","Nehasavoimu","557 Erejuwa Plaza",15405,234
"Prodeo","Leake","female","6/25/2014","Asian",271348612,8525983115,"South Dakota","Efeafacut","1357 Judruf Ridge",35191,837
"Joshua","Vera","male","10/25/2003","Pacific Islander",294228220,7920634147,"New Jersey","Hopjivrub","210 Zebiebuc Point",32646,805
"Angelina","Poitra","female","11/17/1967","Black",973366913,4894796567,"Idaho","Dahonicutad","1018 Ukilsuju Trail",97088,152
"Jessica","Jennis","male","7/17/1928","White",481896116,9227467925,"Michigan","Lubolowuure","609 Hadutapi Junction",14775,537
"Emelio","Naranchuluun","male","11/20/1959","Black",866227748,4007034978,"Georgia","Ejaskugcud","1781 Uligsulo Highway",29372,514
"Sadyan","Tyler","female","11/24/2015","Native American",753791060,5627907781,"Missouri","Giwkunruhe","688 Rohipura Avenue",52900,856
"Brandon","Tandulwadikar","male","10/19/1965","Pacific Islander",539341704,1914928518,"Nevada","Punodabotoc","693 Ekabfaco Extension",17116,191
"Diana","Maldonado","female","7/16/1955","Black",327996839,8145012898,"Kentucky","Rowupebvip","574 Vejdita Heights",70173,935
"Manuel","Mendoza","female","02/04/1982","Black",839218919,6350308000,"Maine","Joneidiwof","1602 Bihdodi Lane",52138,286
"Jeffrey","Green","male","06/02/1992","Asian",262946453,5085356531,"Alaska","Gagsecwit","465 Juhzeve Heights",90205,836
"Thuanh","Wisham","male","9/23/1956","Asian",542422805,8834783781,"Washington","Cigzukfak","1385 Luroawo Parkway",84913,329
"Joe","Johnson","male","10/19/1936","Black",710663970,5693564928,"Illinois","Urellumnaj","447 Fimietol Road",45450,566
"Brannon","Jacquet","female","06/07/1989","White",359345356,1426405683,"California","Cuwdijuodi","681 Azevedi Manor",89030,124
"Hunter","Kalema","male","05/11/1957","Native American",870136007,8559179315,"Nebraska","Bipkijnado","84 Tukosele Avenue",38732,102
"Shania","Montoya Ortega","female","10/16/1926","Pacific Islander",559489795,3789366787,"Wisconsin","Futlakwepa","1749 Suvlij Mill",52535,344
"Jovonni","Nguyen","male","3/18/1956","Pacific Islander",194311162,7195366696,"Arkansas","Voluururapib","1884 Bawojib Terrace",94808,506
"Thuyvan","Hightower","female","1/18/1976","Asian",980098886,9355736225,"Tennessee","Hovbesobom","1190 Ujopzek Manor",53634,847
"Nicolas","Vigil","female","9/30/1945","Asian",371832837,8174779966,"Maine","Caredowaziw","1663 Uhofes Plaza",24758,564
"Thalia","Ngiateng","male","7/30/1998","Black",842483615,7874289959,"Tennessee","Icudbagsufu","294 Gubwos Lane",94637,693
"Antionette","Pasillas","female","01/07/1971","Black",152574188,8081599364,"New Jersey","Gisabagare","1835 Bunjak Road",39310,892
"Sonia","Yellowhair","male","12/17/1967","Asian",824055590,5662573677,"Ohio","Dicguzhife","1235 Muvjano Parkway",84263,507
"Roxanne","Dang","female","12/12/1974","Black",498399981,9101213440,"Massachusetts","Kovuufuwtit","612 Novkif Key",16485,188
"Harman","Fink","female","2/27/1941","Asian",230280832,6581763796,"New Hampshire","Weruipohhiwa","934 Kajemom Parkway",33656,318
"Rhianna","Hamilton","female","3/18/1967","Asian",845565196,2090379274,"Massachusetts","Gefoerigpumu","472 Nosovomu Heights",68948,799
"Samuel","Syas","male","2/30/1951","Pacific Islander",408362713,3716770242,"North Carolina","Gaztugwog","1764 Juhruwa Extension",46705,752
"Robert","Alex","male","09/10/1944","Native American",906804684,3988945606,"New Mexico","Asirmehidef","1718 Efapwok Lane",46829,916
"Dominique","Shaw","female","09/09/1996","Pacific Islander",865895904,4692718992,"Oregon","Medavohozu","1365 Kidutone Loop",52610,106
"Isaac","Moselina","male","6/30/1954","Black",837666139,3923521855,"California","Tirubahkuh","292 Awamhev Turnpike",68244,452
"Julio","Diaz","male","12/01/1974","Black",336638760,2138630588,"Iowa","Ifiwlinowam","1125 Keztam Manor",46120,946
"Madeline","Ryan","female","05/08/2015","White",571109338,9576385811,"North Carolina","Wilacelazik","1787 Buzatir View",93622,591
"Maheli","Torres","female","6/16/1972","Black",692135563,4022302554,"Idaho","Loscahnori","1771 Zajowi Plaza",72070,1
"James","Newbill","male","1/27/1976","Native American",757719943,5348983227,"Oklahoma","Vikgafofudi","1747 Dahalot Court",14888,388
"Jessica","Garcia","male","3/26/1974","Black",455867635,3067978171,"North Dakota","Hefokiluapa","1225 Jasuset Lane",40526,907
"Brianna","Ohlson","female","11/22/2015","White",841699961,7669707199,"Nebraska","Tavuuhaczuz","344 Huzunapa Ridge",45110,277
"Devika","Steward","female","1/20/1989","Asian",779257123,5900405897,"Alaska","Hijfewuedo","1947 Goleinij Park",45930,608
"Michael","Medina","male","12/23/1962","Pacific Islander",464404768,5779737250,"North Carolina","Ketopafeeju","741 Leplola Trail",49998,516
"Maria","Berry","female","05/04/1972","White",723984705,2903589074,"Nevada","Hadcupjise","1667 Zahacafi Road",12405,830
"Carla","Hill","female","8/14/1983","Black",917642813,5361451658,"South Carolina","Bejuvohetana","758 Rasades Lane",25896,313
"Zachary","Holmes","female","03/07/1942","White",299484934,4094602192,"Montana","Winkosnibe","1079 Aborefih Place",57444,455
"Sismai","Kim","male","10/04/1959","Black",797661804,9957732584,"Louisiana","Jupdafurewa","1204 Pecazig Plaza",63095,217
"Bin","Coleman","female","04/06/1932","Asian",953824594,9076972461,"Wyoming","Likekanakez","1621 Pekvike Place",15497,399
"Ariel","Paige","male","8/16/1957","White",203719857,4427467472,"Minnesota","Rocigofajolo","377 Mebubuj Pike",28016,149
"Adrian","Trujillo","male","05/02/1978","Black",946791066,6421451503,"Mississippi","Geszijarifu","235 Esulus Avenue",54759,205
"Jordan","Nguyen","male","3/29/1955","Pacific Islander",236974941,1176070053,"Wyoming","Cesipaikuj","989 Edewona Path",13845,119
"Matthew","Hockaday","female","06/07/1961","Native American",944501375,9924539265,"Idaho","Akacalmuc","55 Korufuku Circle",21062,325
"Kevin","Terrones","male","03/04/1944","Black",574000547,7767904044,"Georgia","Jofcigusoja","1276 Tabulazo Loop",32319,578
"Aaron","Sriram","male","04/04/1969","Pacific Islander",940435548,5431236838,"Kentucky","Mumilarnaji","954 Vujovup Street",58316,745
"Ryan","Johnson","male","3/16/1990","White",760256370,6252865321,"Ohio","Buvbepeepiw","223 Tefetuwu Junction",10991,258
"Leo","Begay","male","12/21/1940","Asian",535547311,3718047769,"New Hampshire","Bovuvigpina","1916 Zociihep Loop",90148,703
"Nathanial","Adams","male","2/26/1914","Native American",927330790,4930472208,"Missouri","Codoaburwono","1351 Epajiv Key",40807,46
"Jethro-Eli","Barnes","male","10/11/1938","Asian",926843248,8657086141,"Florida","Jivowewcuc","357 Femleb Path",82066,66
"Dominic","Holt","male","9/15/1992","Native American",310960506,8614226486,"New York","Egigcirumet","1565 Pokkoc Boulevard",63205,143
"Jeremy","Torres","male","12/02/2001","Asian",213851889,3815274862,"Texas","Bujezekatefa","13 Cinedabu Pass",63720,708
"Joshua","Watt","male","10/30/1975","Pacific Islander",815196917,1634235732,"Florida","Higjuseboz","791 Bugwome Trail",80494,682
"Michelle","Harrison","female","06/12/1966","Asian",343319873,6251246124,"Ohio","Umakbedmedi","1315 Cohmecu Ridge",16100,247
"Sydnie","Mccauley","female","5/13/1959","White",633732273,9025238887,"New Jersey","Zocovumsac","232 Tewomiho Trail",83312,665
"Joshua","Meharzi","male","09/04/1944","Black",745735791,6133487899,"Missouri","Fikuzerafin","371 Risasoba Pass",32361,316
"Aaron","Lee","male","7/25/1947","Asian",811695417,7035682652,"North Carolina","Mipnuhuebub","1919 Ipelkugo Heights",48285,434
"Myneshia","Sullivan","male","1/30/1953","Asian",750341290,7494382637,"Montana","Ejonureha","291 Jopailih Ridge",49251,103
"Ali","Davis","male","02/08/1965","White",323804681,9171594171,"Ohio","Vibmenkedi","1681 Gazwefa Road",23926,218
"Joyce","Delgado Hernandez","female","9/15/1914","Black",855413359,9313028519,"Arizona","Vokanezgur","1251 Cijamis Mill",53996,349
"Dinah","Torres","female","8/25/1987","Pacific Islander",145954297,7609381313,"Indiana","Regbonojemi","5 Duhgohi Highway",65551,40
"Mackenzie","Olguin","female","1/29/2005","Native American",977515802,2126384799,"Connecticut","Pingafawahe","463 Segutono Point",41270,86
"Joshua","Kemp","male","11/30/1954","Native American",308966113,3474830219,"Pennsylvania","Ruletidorot","264 Fubifiz Pike",65517,53
"Eric","Tekumalla","male","05/11/1950","Pacific Islander",688943294,7401853598,"Louisiana","Vudripogur","1181 Luzodagi View",79564,440
"Sarahi","Fejeran","female","8/19/1982","Black",776050024,1132867819,"Delaware","Negmenorez","1760 Mifovun Avenue",34861,88
"Derrick","Garcia","female","01/02/1941","Black",744255643,4844314891,"Arkansas","Camnogetiza","1854 Esiffehu Circle",83401,529
"Nathan","Whitmill","female","02/10/1957","Asian",841078265,7677408724,"Arkansas","Hageopabov","1304 Ihutevi View",68300,582
"Nikolas","Phung","female","12/09/1967","Black",638945983,7116455902,"Texas","Cejrihetiv","2000 Anepvok Pike",65235,671
"Van","Meridy","female","3/23/1958","Asian",360070903,1723505834,"North Dakota","Basoateekeb","162 Majenit Center",62614,155
"Ryan","Wise","female","10/13/1964","Asian",608348027,4319055349,"Kansas","Aserdonuedas","1132 Dahtuj Avenue",50959,179
"Nicole","Bradford","female","06/09/1974","Pacific Islander",138543972,3037612345,"Hawaii","Salfohzebu","89 Lagluwo Park",19806,534
"Colton","Lee","male","04/11/1958","Pacific Islander",967175032,9253503323,"Washington","Risacolegic","518 Rubelaki Terrace",62948,396
"Seaira","Martinez","male","10/22/1966","White",396466066,8795507167,"California","Borkijezol","1984 Miccima Street",37246,161
"Jacob","Rodriguez","male","2/20/1932","Black",230307654,7595193136,"Virginia","Muhvocisudo","348 Denuufe Way",15660,617
